What is your university name ?,What is your current level of education?,How often do you use AI tools like ChatGPT  for academic purposes?,How do you think ChatGPT has influenced teaching methods in your courses?,Has ChatGPT influenced your approach to solving complex academic problems or  assignments  ?,Do you use ChatGPT for group study or collaborative learning ?,Do you feel that AI assists you in self-paced learning ?,Does ChatGPT help improve critical thinking and problem-solving?,Has ChatGPT provided useful guidance on your career path or educational choices ?,How worried are you about the privacy and safety of your personal data when using AI tools like ChatGPT for academic tasks?,Do you think relying too much on AI tools like ChatGPT could harm students creativity and critical thinking skills?,Do you believe using AI tools like ChatGPT reduces your creativity and critical thinking?,Do you believe AI tools (like ChatGPT) improve your learning experience?
City University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Undergraduate,Monthly,It has had no impact on teaching methods,Uncertain,No,No,Uncertain,No,Worried,Agree,No,No
City University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Occasionally,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Yes,Maybe
City University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Uncertain,Yes,Worried,Strongly agree,Occasionally,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Uncertain,Yes,Yes,Worried,Strongly agree,Yes,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,No,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Uncertain,Worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Uncertain,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Uncertain,No,No,Worried,Agree,No,No
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Uncertain,Somewhat worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Maybe
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Not worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Disagree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Uncertain,Yes,No,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Uncertain,Yes,No,Worried,Agree,Yes,Maybe
Daffodil International University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Uncertain,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Monthly,It has had no impact on teaching methods,No,No,Uncertain,No,No,Not worried,Disagree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Uncertain,Yes,Uncertain,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Uncertain,Yes,Somewhat worried,Disagree,Occasionally,Yes
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Uncertain,Somewhat worried,Neither agree nor disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Yes,Not worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Occasionally,Maybe
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,No,No,No,No,No,Somewhat worried,Disagree,Occasionally,No
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Uncertain,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Uncertain,Somewhat worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,No,Worried,Neither agree nor disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Uncertain,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Postgraduate,Monthly,It has slightly improved teaching methods,Yes,Yes,Uncertain,Uncertain,Yes,Somewhat worried,Agree,Occasionally,No
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Sometimes,Uncertain,Yes,Uncertain,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Strongly agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Never,I am not sure how it affects teaching methods,Uncertain,No,No,No,No,Not worried,Strongly disagree,No,No
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Uncertain,Yes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Yes
University Of Barishal,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Occasionally,Yes
University Of Barishal,Postgraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Uncertain,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Monthly,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
University Of Barishal,Postgraduate,Never,It has had no impact on teaching methods,Uncertain,No,No,No,No,Worried,Disagree,No,No
University Of Barishal,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Monthly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
University Of Barishal,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Neither agree nor disagree,Yes,Yes
University Of Barishal,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
University Of Barishal,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
University Of Barishal,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
University Of Barishal,Postgraduate,Never,I am not sure how it affects teaching methods,No,No,No,Yes,No,Worried,Strongly agree,No,No
University Of Barishal,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
University Of Barishal,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
University Of Barishal,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Agree,Yes,Yes
University Of Barishal,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Maybe
University Of Barishal,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Yes
University Of Barishal,Postgraduate,Monthly,It has improved teaching methods significantly,Yes,No,Yes,Yes,Yes,Not worried,Strongly agree,Yes,Yes
University Of Barishal,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly agree,No,Yes
University Of Barishal,Undergraduate,Weekly,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Uncertain,Worried,Strongly agree,Yes,Yes
University Of Barishal,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Uncertain,Somewhat worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Daily,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
University Of Barishal,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
University Of Barishal,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Uncertain,Somewhat worried,Strongly agree,Yes,Yes
University Of Barishal,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
University Of Barishal,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
University Of Barishal,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Uncertain,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Weekly,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Eastern University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Yes
Eastern  University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Occasionally,Yes
Eastern University,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
